order_id,date,category,product,region,salesperson,quantity,unit_price,discount_pct,payment_method,customer_age,rating,revenue
10047,2022-01-16 08:00:00,Toys,Product_493,West,Agent_07,37,45.33,2.0,Bank Transfer,44.0,4.4,1643.67
10048,2022-01-16 16:00:00,Books,Product_771,South,Agent_14,9,100.7,24.8,Credit Card,65.0,1.7,681.54
10049,2022-01-17 00:00:00,Electronics,Product_462,Central,Agent_09,15,475.62,3.8,Bank Transfer,22.0,,6863.2
10050,2022-01-17 08:00:00,Food,Product_536,East,Agent_12,3,207.31,27.1,Bank Transfer,53.0,4.8,453.39
10051,2022-01-17 16:00:00,Sports,Product_769,West,Agent_02,29,236.01,25.9,Credit Card,43.0,3.5,5071.62
10052,2022-01-18 00:00:00,Food,Product_650,West,Agent_13,6,31.09,13.9,Credit Card,59.0,4.3,160.61
10053,2022-01-18 08:00:00,Toys,Product_181,North,Agent_08,17,23.6,22.3,Cash,62.0,,311.73
10054,2022-01-18 16:00:00,Sports,Product_455,North,Agent_15,26,360.0,18.6,PayPal,48.0,4.4,7619.04
10055,2022-01-19 00:00:00,Electronics,Product_357,West,Agent_09,21,271.36,24.1,Cash,27.0,4.8,4325.21
10056,2022-01-19 08:00:00,Toys,Product_817,South,Agent_10,8,256.81,13.0,Cash,63.0,2.1,1787.4
10057,2022-01-19 16:00:00,Clothing,Product_688,,Agent_14,21,125.35,23.6,Credit Card,43.0,1.7,2011.12
10058,2022-01-20 00:00:00,Books,Product_623,North,Agent_10,11,373.65,13.9,Credit Card,39.0,2.9,3538.84
10059,2022-01-20 08:00:00,Electronics,Product_394,South,Agent_09,38,88.28,28.2,PayPal,29.0,3.8,2408.63
10060,2022-01-20 16:00:00,Books,Product_323,Central,Agent_14,8,99.02,14.6,Bank Transfer,49.0,1.9,676.5
10061,2022-01-21 00:00:00,Home,Product_624,,Agent_10,42,233.05,13.9,Cash,44.0,1.0,8427.55
10062,2022-01-21 08:00:00,Clothing,Product_145,South,Agent_14,24,146.71,23.6,PayPal,,2.4,2690.07
10063,2022-01-21 16:00:00,Clothing,Product_766,South,Agent_07,35,127.49,24.6,Cash,70.0,4.9,3364.46
10064,2022-01-22 00:00:00,Electronics,Product_212,East,Agent_15,14,324.39,16.6,Bank Transfer,,,3787.58
10065,2022-01-22 08:00:00,Clothing,Product_332,East,Agent_09,14,327.23,5.4,Cash,37.0,2.6,4333.83
10066,2022-01-22 16:00:00,Sports,Product_116,Central,Agent_09,10,413.14,14.0,Debit Card,56.0,1.8,3553.0
10067,2022-01-23 00:00:00,Clothing,Product_459,,Agent_14,12,211.77,29.0,PayPal,58.0,2.4,1804.28
10068,2022-01-23 08:00:00,Books,Product_322,South,Agent_03,38,41.18,22.6,Credit Card,57.0,1.7,1211.19
10069,2022-01-23 16:00:00,Books,Product_965,East,Agent_04,44,140.46,24.3,Cash,,1.4,4678.44
10070,2022-01-24 00:00:00,Toys,Product_799,North,Agent_02,46,490.1,1.0,PayPal,31.0,4.6,22319.15
10071,2022-01-24 08:00:00,Books,Product_547,North,Agent_10,34,300.15,14.0,PayPal,61.0,5.0,8776.39
10072,2022-01-24 16:00:00,Toys,Product_955,West,Agent_03,41,356.32,19.4,Cash,57.0,1.7,11774.95
10073,2022-01-25 00:00:00,Books,Product_464,East,Agent_11,10,8.64,24.9,Credit Card,70.0,1.2,64.89
10074,2022-01-25 08:00:00,Sports,Product_774,West,Agent_11,17,261.51,1.5,Credit Card,39.0,2.3,4378.98
10075,2022-01-25 16:00:00,Toys,Product_425,East,Agent_05,17,23.58,25.6,Cash,35.0,2.8,298.24
10076,2022-01-26 00:00:00,Food,Product_566,Central,Agent_05,3,286.77,,PayPal,65.0,,718.36
10077,2022-01-26 08:00:00,Home,Product_513,South,Agent_06,31,460.78,5.9,Credit Card,46.0,2.2,13441.41
10078,2022-01-26 16:00:00,Electronics,Product_554,Central,Agent_13,1,484.37,9.5,Cash,60.0,1.8,438.35
10079,2022-01-27 00:00:00,Books,Product_685,East,Agent_07,12,272.57,8.5,Cash,33.0,4.1,2992.82
10080,2022-01-27 08:00:00,Clothing,Product_332,South,Agent_07,39,231.81,15.9,Cash,63.0,3.9,7603.14
10081,2022-01-27 16:00:00,Books,Product_323,North,Agent_01,4,472.78,1.6,PayPal,52.0,3.5,1860.86
10082,2022-01-28 00:00:00,Clothing,Product_930,North,Agent_14,42,338.44,4.8,Credit Card,70.0,2.5,13532.18
10083,2022-01-28 08:00:00,Home,Product_511,West,Agent_02,13,37.13,24.4,PayPal,51.0,4.6,364.91
10084,2022-01-28 16:00:00,Home,Product_671,East,Agent_12,34,235.53,4.0,Debit Card,20.0,4.9,7687.7
10085,2022-01-29 00:00:00,Home,Product_434,East,Agent_09,42,123.92,7.0,Credit Card,21.0,1.7,4840.32
10086,2022-01-29 08:00:00,Clothing,Product_321,North,Agent_10,21,237.55,13.6,PayPal,71.0,,4310.11
10087,2022-01-29 16:00:00,Books,Product_136,Central,Agent_02,22,230.46,15.5,Credit Card,22.0,3.1,4284.25
10088,2022-01-30 00:00:00,Home,Product_377,South,Agent_06,4,293.16,22.9,Debit Card,27.0,1.4,904.11
10089,2022-01-30 08:00:00,Sports,Product_295,Central,Agent_11,18,181.6,13.4,Bank Transfer,69.0,2.7,2830.78
10090,2022-01-30 16:00:00,Toys,Product_963,Central,Agent_11,5,86.31,23.7,Cash,46.0,3.3,329.27
10091,2022-01-31 00:00:00,Clothing,Product_583,North,Agent_01,19,254.34,18.6,PayPal,49.0,3.1,3933.62
10092,2022-01-31 08:00:00,Clothing,Product_341,North,Agent_03,2,415.95,3.4,Debit Card,48.0,2.3,803.62
10093,2022-01-31 16:00:00,Books,Product_423,North,Agent_02,12,333.69,4.7,Debit Card,19.0,3.2,3816.08
10094,2022-02-01 00:00:00,Clothing,Product_830,West,Agent_03,17,172.49,13.1,Credit Card,29.0,4.8,2548.19
10095,2022-02-01 08:00:00,Clothing,Product_291,Central,Agent_05,10,468.08,11.9,Credit Card,44.0,,4123.78
10096,2022-02-01 16:00:00,Home,Product_116,East,Agent_11,34,456.54,22.3,Cash,22.0,3.6,12060.87
10097,2022-02-02 00:00:00,Books,Product_623,South,Agent_10,6,108.63,17.4,Credit Card,54.0,1.2,538.37
10098,2022-02-02 08:00:00,Home,Product_500,West,Agent_06,8,24.51,11.6,PayPal,44.0,1.3,173.33
10099,2022-02-02 16:00:00,Toys,Product_985,,Agent_09,11,371.95,,PayPal,40.0,3.2,3882.79
10100,2022-02-03 00:00:00,Toys,Product_804,Central,Agent_12,12,414.67,,PayPal,50.0,1.4,4637.67
10101,2022-02-03 08:00:00,Home,Product_121,North,Agent_11,9,484.09,17.3,Bank Transfer,21.0,1.1,3603.08
10102,2022-02-03 16:00:00,Toys,Product_573,,Agent_15,2,445.47,12.7,PayPal,38.0,1.7,777.79
10103,2022-02-04 00:00:00,Books,Product_219,South,Agent_15,8,302.26,15.4,Credit Card,41.0,3.3,2045.7
10104,2022-02-04 08:00:00,Electronics,Product_309,West,Agent_10,11,267.38,5.1,Credit Card,61.0,3.8,2791.18
10105,2022-02-04 16:00:00,Home,Product_405,West,Agent_12,36,18.78,19.9,PayPal,48.0,,541.54
10106,2022-02-05 00:00:00,Sports,Product_369,South,Agent_12,10,127.09,25.6,Debit Card,61.0,3.7,945.55
10107,2022-02-05 08:00:00,Sports,Product_803,East,Agent_13,21,232.51,7.7,Debit Card,65.0,1.7,4506.74
10108,2022-02-05 16:00:00,Clothing,Product_786,East,Agent_04,20,316.11,14.7,Debit Card,41.0,3.5,5392.84
10109,2022-02-06 00:00:00,Toys,Product_384,West,Agent_07,48,280.84,29.3,Cash,66.0,2.6,9530.59
10110,2022-02-06 08:00:00,Sports,Product_815,West,Agent_06,8,372.6,10.0,Bank Transfer,70.0,3.6,2682.72
10111,2022-02-06 16:00:00,Clothing,Product_775,North,Agent_02,36,143.48,17.9,PayPal,27.0,5.0,4240.69
10112,2022-02-07 00:00:00,Electronics,Product_862,East,Agent_10,29,284.65,2.7,Cash,66.0,4.8,8031.97
10113,2022-02-07 08:00:00,Books,Product_326,South,Agent_11,42,48.63,18.2,Debit Card,66.0,,1670.73
10114,2022-02-07 16:00:00,Books,Product_480,East,Agent_11,12,209.76,2.7,PayPal,67.0,4.5,2449.16
10115,2022-02-08 00:00:00,Books,Product_559,North,Agent_11,14,376.33,28.8,Cash,19.0,1.3,3751.26
10116,2022-02-08 08:00:00,Sports,Product_106,West,Agent_15,48,348.23,21.5,Credit Card,48.0,4.8,13121.31
10117,2022-02-08 16:00:00,Electronics,Product_128,West,Agent_15,21,495.37,23.6,Debit Card,42.0,2.1,7947.72
10118,2022-02-09 00:00:00,Sports,Product_132,North,Agent_08,22,142.56,21.1,Cash,21.0,2.5,2474.56
10119,2022-02-09 08:00:00,Toys,Product_745,South,Agent_07,21,251.6,17.7,Credit Card,68.0,1.4,4348.4
10120,2022-02-09 16:00:00,Sports,Product_978,West,Agent_15,44,168.12,13.5,Debit Card,28.0,1.4,6398.65
10121,2022-02-10 00:00:00,Electronics,Product_178,Central,Agent_15,30,223.1,25.8,Bank Transfer,,,4966.21
10122,2022-02-10 08:00:00,Electronics,Product_558,West,Agent_07,39,429.19,28.7,Debit Card,,4.8,11934.49
10123,2022-02-10 16:00:00,Toys,Product_669,Central,Agent_14,20,343.68,15.0,Bank Transfer,19.0,3.4,5842.56
10124,2022-02-11 00:00:00,Electronics,Product_637,North,Agent_15,24,441.81,27.9,Bank Transfer,23.0,3.9,7645.08
10125,2022-02-11 08:00:00,Electronics,Product_581,North,Agent_08,23,105.74,17.5,Bank Transfer,26.0,4.0,2006.42
10126,2022-02-11 16:00:00,Books,Product_529,West,Agent_12,7,437.31,16.2,PayPal,22.0,2.1,2565.26
10127,2022-02-12 00:00:00,Toys,Product_837,East,Agent_12,9,34.58,,PayPal,37.0,1.2,268.89
10128,2022-02-12 08:00:00,Food,Product_384,Central,Agent_13,1,444.86,,Bank Transfer,46.0,1.0,416.83
10129,2022-02-12 16:00:00,Food,Product_615,South,Agent_14,26,167.89,0.1,Credit Card,38.0,2.4,4360.77
10130,2022-02-13 00:00:00,Electronics,Product_198,West,Agent_11,38,160.72,7.2,Bank Transfer,26.0,2.0,5667.63
10131,2022-02-13 08:00:00,Food,Product_496,South,Agent_01,38,258.48,15.3,Cash,45.0,1.2,8319.44
10132,2022-02-13 16:00:00,Food,Product_588,West,Agent_15,44,470.64,11.4,Bank Transfer,72.0,1.7,18347.43
10133,2022-02-14 00:00:00,Electronics,Product_138,East,Agent_13,22,28.65,13.5,PayPal,25.0,1.5,545.21
10134,2022-02-14 08:00:00,Food,Product_370,East,Agent_01,44,179.35,29.4,PayPal,48.0,4.7,5571.33
10135,2022-02-14 16:00:00,Sports,Product_986,East,Agent_08,10,429.0,10.5,Cash,,1.6,3839.55
10136,2022-02-15 00:00:00,Clothing,Product_896,East,Agent_04,6,201.05,13.6,Cash,44.0,3.2,1042.24
10137,2022-02-15 08:00:00,Toys,Product_256,North,Agent_05,17,103.58,,Debit Card,,3.4,1690.43
10138,2022-02-15 16:00:00,Clothing,Product_174,North,Agent_08,38,215.27,1.4,Credit Card,71.0,3.2,8065.74
10139,2022-02-16 00:00:00,Electronics,Product_983,Central,Agent_05,24,195.85,23.3,Credit Card,38.0,,3605.21
10140,2022-02-16 08:00:00,Books,Product_899,South,Agent_10,10,458.13,17.1,Credit Card,45.0,2.3,3797.9
10141,2022-02-16 16:00:00,Toys,Product_229,West,Agent_04,8,382.16,22.8,PayPal,40.0,1.2,2360.22
10142,2022-02-17 00:00:00,ELECTRONICS,Product_786,West,Agent_12,21,255.03,4.5,Credit Card,23.0,2.6,5114.63
10143,2022-02-17 08:00:00,Books,Product_183,North,Agent_06,6,494.24,17.2,Debit Card,20.0,1.8,2455.38
10144,2022-02-17 16:00:00,Clothing,Product_121,West,Agent_13,21,235.31,7.6,Debit Card,22.0,3.2,4565.96
10145,2022-02-18 00:00:00,Electronics,Product_558,North,Agent_15,39,33.83,6.8,Credit Card,26.0,,1229.65
10146,2022-02-18 08:00:00,Toys,Product_638,Central,Agent_12,24,134.83,0.3,Cash,24.0,3.1,3226.21
10147,2022-02-18 16:00:00,Toys,Product_806,South,Agent_05,33,220.85,3.9,Debit Card,21.0,2.7,7003.82
10148,2022-02-19 00:00:00,Home,Product_948,Central,Agent_14,18,82.67,9.3,Cash,56.0,2.5,1349.67
10149,2022-02-19 08:00:00,Sports,Product_481,East,Agent_07,28,474.04,3.5,PayPal,22.0,4.4,12808.56
10150,2022-02-19 16:00:00,Food,Product_847,East,Agent_14,32,384.59,29.6,Debit Card,28.0,1.9,8664.04
10151,2022-02-20 00:00:00,Books,Product_539,East,Agent_10,12,137.8,9.3,Cash,32.0,3.9,1499.82
10152,2022-02-20 08:00:00,Home,Product_703,Central,Agent_07,48,297.45,,Credit Card,51.0,4.0,13720.77
10153,2022-02-20 16:00:00,Food,Product_120,West,Agent_13,42,362.12,6.0,PayPal,30.0,2.7,14296.5
10154,2022-02-21 00:00:00,Food,Product_402,,Agent_04,27,470.93,17.6,Bank Transfer,71.0,2.2,10477.25
10155,2022-02-21 08:00:00,Electronics,Product_968,,Agent_12,10,441.41,1.9,Bank Transfer,65.0,2.9,4330.23
10156,2022-02-21 16:00:00,Food,Product_183,East,Agent_13,46,260.02,25.9,Credit Card,24.0,1.4,8863.04
10157,2022-02-22 00:00:00,Sports,Product_873,East,Agent_05,42,388.45,28.8,PayPal,57.0,1.2,11616.21
10158,2022-02-22 08:00:00,Toys,Product_758,,Agent_13,32,283.26,7.4,PayPal,23.0,1.4,8393.56
10159,2022-02-22 16:00:00,Home,Product_552,East,Agent_03,42,278.59,13.5,PayPal,,1.7,10121.17
10160,2022-02-23 00:00:00,Food,Product_486,South,Agent_15,26,61.8,0.7,PayPal,56.0,3.0,1595.55
10161,2022-02-23 08:00:00,Electronics,Product_606,East,Agent_04,25,67.44,19.2,Bank Transfer,67.0,4.4,1362.29
10162,2022-02-23 16:00:00,Sports,Product_356,Central,Agent_15,11,267.12,12.4,Cash,47.0,1.9,2573.97
10163,2022-02-24 00:00:00,Clothing,Product_669,Central,Agent_14,23,138.09,,PayPal,39.0,4.7,2918.81
10164,2022-02-24 08:00:00,Toys,Product_991,South,Agent_04,34,15.41,6.2,Cash,42.0,4.8,491.46
10165,2022-02-24 16:00:00,Toys,Product_626,Central,Agent_03,40,362.81,19.6,PayPal,45.0,4.8,11667.97
10166,2022-02-25 00:00:00,Home,Product_261,,Agent_13,23,21.08,12.5,Debit Card,71.0,4.4,424.23
10167,2022-02-25 08:00:00,Toys,Product_262,Central,Agent_10,29,299.66,5.4,Debit Card,37.0,2.5,8220.87
10168,2022-02-25 16:00:00,Food,Product_931,Central,Agent_05,31,271.9,20.7,Debit Card,56.0,1.3,6684.12
10169,2022-02-26 00:00:00,Electronics,Product_892,South,Agent_05,7,484.56,17.0,PayPal,20.0,3.3,2815.29
10170,2022-02-26 08:00:00,Toys,Product_891,West,Agent_11,40,244.69,25.8,Cash,22.0,3.2,7262.4
10171,2022-02-26 16:00:00,Toys,Product_623,Central,Agent_07,33,36.48,,Bank Transfer,18.0,4.4,1161.71
10172,2022-02-27 00:00:00,Clothing,Product_885,,Agent_04,21,278.09,23.6,Credit Card,,5.0,4461.68
10173,2022-02-27 08:00:00,Clothing,Product_370,West,Agent_13,2,421.34,20.2,Bank Transfer,43.0,3.0,672.46
10174,2022-02-27 16:00:00,Books,Product_591,South,Agent_04,18,498.44,3.5,PayPal,20.0,2.4,8657.9
10175,2022-02-28 00:00:00,Sports,Product_307,West,Agent_09,47,218.02,,Debit Card,57.0,1.7,8115.58
10176,2022-02-28 08:00:00,Food,Product_638,North,Agent_06,33,163.55,13.2,Debit Card,74.0,1.0,4684.73
10177,2022-02-28 16:00:00,Toys,Product_683,North,Agent_15,37,453.79,28.3,Cash,58.0,3.0,12038.59
10178,2022-03-01 00:00:00,Toys,Product_159,Central,Agent_04,34,99.66,,PayPal,64.0,3.2,3246.13
10179,2022-03-01 08:00:00,Electronics,Product_529,Central,Agent_02,20,309.64,19.3,Bank Transfer,59.0,4.3,4997.59
10180,2022-03-01 16:00:00,Books,Product_756,East,Agent_06,35,205.83,11.5,PayPal,51.0,3.0,6375.58
10181,2022-03-02 00:00:00,Sports,Product_704,West,Agent_02,18,25.34,28.7,PayPal,69.0,4.7,325.21
10182,2022-03-02 08:00:00,Books,Product_408,North,Agent_05,46,176.91,9.9,Debit Card,22.0,3.5,7332.21
10183,2022-03-02 16:00:00,Home,Product_619,Central,Agent_06,24,136.29,28.9,Bank Transfer,48.0,4.4,2325.65
10184,2022-03-03 00:00:00,Sports,Product_690,,Agent_04,8,344.62,27.0,Credit Card,68.0,1.6,2012.58
10185,2022-03-03 08:00:00,Toys,Product_126,Central,Agent_14,30,474.65,8.1,Debit Card,,4.4,13086.1
10186,2022-03-03 16:00:00,Toys,Product_785,Central,Agent_13,44,137.68,24.1,Bank Transfer,60.0,3.7,4597.96
10187,2022-03-04 00:00:00,Sports,Product_661,North,Agent_03,10,406.68,29.9,Cash,18.0,,2850.83
10188,2022-03-04 08:00:00,Toys,Product_298,North,Agent_07,23,32.4,7.6,Debit Card,39.0,1.8,688.56
10189,2022-03-04 16:00:00,Food,Product_486,Central,Agent_02,49,271.37,13.1,Cash,32.0,4.7,11555.21
10190,2022-03-05 00:00:00,Sports,Product_448,South,Agent_13,11,39.92,,Debit Card,43.0,1.1,370.62
10191,2022-03-05 08:00:00,Books,Product_792,Central,Agent_11,2,467.35,8.8,PayPal,35.0,2.9,852.45
10192,2022-03-05 16:00:00,Sports,Product_635,Central,Agent_14,26,384.34,0.5,Bank Transfer,65.0,2.3,9942.88
10193,2022-03-06 00:00:00,Toys,Product_927,East,Agent_06,36,330.69,6.6,Cash,26.0,3.7,11119.12
10194,2022-03-06 08:00:00,Food,Product_477,East,Agent_13,33,412.83,8.5,Debit Card,18.0,4.4,12465.4
10195,2022-03-06 16:00:00,Food,Product_998,East,Agent_04,47,325.52,13.3,Cash,60.0,,13264.61
10196,2022-03-07 00:00:00,Home,Product_657,South,Agent_06,13,484.63,5.1,Debit Card,26.0,2.7,5978.88
10197,2022-03-07 08:00:00,Books,Product_626,South,Agent_04,40,358.41,26.2,Debit Card,40.0,,10580.26
10198,2022-03-07 16:00:00,Clothing,Product_252,Central,Agent_04,25,462.71,21.1,Credit Card,60.0,4.1,9126.95
10199,2022-03-08 00:00:00,Clothing,Product_833,East,Agent_15,4,260.98,2.6,Credit Card,62.0,4.6,1016.78
10200,2022-03-08 08:00:00,Sports,Product_305,South,Agent_04,42,62.95,,Credit Card,19.0,2.8,2128.34
10201,2022-03-08 16:00:00,Home,Product_554,North,Agent_09,19,266.45,19.6,Cash,,1.9,4070.29
10202,2022-03-09 00:00:00,Electronics,Product_372,Central,Agent_07,18,67.8,28.7,PayPal,55.0,2.6,870.15
10203,2022-03-09 08:00:00,Sports,Product_993,West,Agent_03,37,298.28,0.1,Debit Card,57.0,3.9,11025.32
10204,2022-03-09 16:00:00,Home,Product_335,Central,Agent_03,30,243.83,7.4,Bank Transfer,35.0,1.4,6773.6
10205,2022-03-10 00:00:00,Books,Product_951,West,Agent_06,19,313.17,27.8,Credit Card,33.0,2.1,4296.07
10206,2022-03-10 08:00:00,Books,Product_839,East,Agent_06,23,9.97,28.0,Cash,70.0,1.2,165.1
10207,2022-03-10 16:00:00,Books,Product_620,West,Agent_04,16,101.45,21.6,Cash,46.0,2.7,1272.59
10208,2022-03-11 00:00:00,Books,Product_777,East,Agent_15,1,248.21,23.0,Cash,61.0,4.3,191.12
10209,2022-03-11 08:00:00,Books,Product_930,North,Agent_15,12,475.5,2.7,Bank Transfer,28.0,1.1,5551.94
10210,2022-03-11 16:00:00,Home,Product_825,West,Agent_09,24,194.89,15.4,Bank Transfer,23.0,3.7,3957.05
10211,2022-03-12 00:00:00,Home,Product_600,Central,Agent_04,34,215.06,6.9,Credit Card,20.0,4.7,6807.51
10212,2022-03-12 08:00:00,Food,Product_216,East,Agent_09,8,358.77,5.4,Bank Transfer,31.0,1.9,2715.17
10213,2022-03-12 16:00:00,Clothing,Product_485,Central,Agent_04,18,303.88,24.3,Credit Card,19.0,3.8,4140.67
10214,2022-03-13 00:00:00,Toys,Product_443,South,Agent_02,48,152.97,4.1,Bank Transfer,49.0,4.9,7041.52
10215,2022-03-13 08:00:00,Books,Product_683,East,Agent_02,5,208.35,14.1,Bank Transfer,48.0,4.8,894.86
10216,2022-03-13 16:00:00,Electronics,Product_494,West,Agent_05,26,112.76,28.2,Bank Transfer,28.0,1.9,2105.0
10217,2022-03-14 00:00:00,Toys,Product_163,East,Agent_04,30,483.18,5.6,Credit Card,39.0,1.4,13683.66
10218,2022-03-14 08:00:00,Home,Product_816,Central,Agent_07,13,69.66,29.3,Debit Card,,1.6,640.25
10219,2022-03-14 16:00:00,Electronics,Product_820,North,Agent_14,19,189.06,29.8,Credit Card,67.0,3.8,2521.68
10220,2022-03-15 00:00:00,Electronics,Product_171,East,Agent_11,29,17.79,16.7,Debit Card,48.0,3.9,429.75
10221,2022-03-15 08:00:00,Electronics,Product_888,West,Agent_05,3,114.78,5.1,Cash,50.0,3.7,326.78
10222,2022-03-15 16:00:00,Food,Product_373,South,Agent_06,26,391.33,,Cash,41.0,2.3,9207.99
10223,2022-03-16 00:00:00,Home,Product_419,North,Agent_10,40,104.58,12.7,Credit Card,18.0,1.7,3651.93
10224,2022-03-16 08:00:00,Electronics,Product_437,South,Agent_04,12,44.63,9.3,Debit Card,,3.3,485.75
10225,2022-03-16 16:00:00,Books,Product_465,East,Agent_13,2,239.85,8.4,Debit Card,32.0,2.9,439.41
10226,2022-03-17 00:00:00,Sports,Product_594,,Agent_12,11,9.93,29.2,Debit Card,54.0,,77.33
10227,2022-03-17 08:00:00,Electronics,Product_706,Central,Agent_02,44,46.96,4.6,Cash,44.0,2.8,1971.19
10228,2022-03-17 16:00:00,Food,Product_265,West,Agent_13,28,404.77,22.0,Credit Card,55.0,2.4,8840.18
